Name,Length,Status,Premium,URL,Registered,Expires,Grace Period Ends,Price Premium Ends
ddqq,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/61330614376659363210766315426929848427786670553538653883153523050849397780640,2022-05-03 04:38:54,2022-06-01 09:54:50,2022-08-30 09:54:50,2022-09-20 09:54:50
ddrr,4,Never Registered,,https://app.ens.domains/name/ddrr.eth/register,,,,
ddss,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/22420447333383766861432475562233321731024249665923942009123784808534407367896,2022-01-25 14:55:00,2023-01-25 20:44:12,2023-04-25 20:44:12,2023-05-16 20:44:12
ddtt,4,Never Registered,,https://app.ens.domains/name/ddtt.eth/register,,,,
dduu,4,Never Registered,,https://app.ens.domains/name/dduu.eth/register,,,,
ddvv,4,Never Registered,,https://app.ens.domains/name/ddvv.eth/register,,,,
ddww,4,Never Registered,,https://app.ens.domains/name/ddww.eth/register,,,,
ddxx,4,Never Registered,,https://app.ens.domains/name/ddxx.eth/register,,,,
ddyy,4,Never Registered,,https://app.ens.domains/name/ddyy.eth/register,,,,
ddzz,4,Never Registered,,https://app.ens.domains/name/ddzz.eth/register,,,,
eeaa,4,Never Registered,,https://app.ens.domains/name/eeaa.eth/register,,,,
eebb,4,Never Registered,,https://app.ens.domains/name/eebb.eth/register,,,,
eecc,4,Never Registered,,https://app.ens.domains/name/eecc.eth/register,,,,
eedd,4,Never Registered,,https://app.ens.domains/name/eedd.eth/register,,,,
eeff,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/99472805980711742992436093862613763359453672625695729187615822420551252827231,2022-05-01 08:27:29,2023-05-01 14:16:41,2023-07-30 14:16:41,2023-08-20 14:16:41
eegg,4,Never Registered,,https://app.ens.domains/name/eegg.eth/register,,,,
eehh,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/15670727372798021391280410056227868520583761979487890552714837856516435308933,2022-04-30 13:17:49,2022-05-28 16:15:54,2022-08-26 16:15:54,2022-09-16 16:15:54
eeii,4,Never Registered,,https://app.ens.domains/name/eeii.eth/register,,,,
eejj,4,Never Registered,,https://app.ens.domains/name/eejj.eth/register,,,,
eekk,4,Never Registered,,https://app.ens.domains/name/eekk.eth/register,,,,
eell,4,Never Registered,,https://app.ens.domains/name/eell.eth/register,,,,
eemm,4,Never Registered,,https://app.ens.domains/name/eemm.eth/register,,,,
eenn,4,Never Registered,,https://app.ens.domains/name/eenn.eth/register,,,,
eeoo,4,Never Registered,,https://app.ens.domains/name/eeoo.eth/register,,,,
eepp,4,Never Registered,,https://app.ens.domains/name/eepp.eth/register,,,,
eeqq,4,Never Registered,,https://app.ens.domains/name/eeqq.eth/register,,,,
eerr,4,Never Registered,,https://app.ens.domains/name/eerr.eth/register,,,,
eess,4,Never Registered,,https://app.ens.domains/name/eess.eth/register,,,,
eett,4,Never Registered,,https://app.ens.domains/name/eett.eth/register,,,,
eeuu,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/13869780099168626365190713458319547280315333321813625984859208849596394785255,2020-10-14 23:07:14,2022-10-15 10:45:38,2023-01-13 10:45:38,2023-02-03 10:45:38
eevv,4,Never Registered,,https://app.ens.domains/name/eevv.eth/register,,,,
eeww,4,Never Registered,,https://app.ens.domains/name/eeww.eth/register,,,,
eexx,4,Never Registered,,https://app.ens.domains/name/eexx.eth/register,,,,
eeyy,4,Never Registered,,https://app.ens.domains/name/eeyy.eth/register,,,,
eezz,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/105445930794259376967888031168289147726977922060126935669373551101064344183830,2022-04-30 15:32:22,2023-04-30 21:21:34,2023-07-29 21:21:34,2023-08-19 21:21:34
ffaa,4,Never Registered,,https://app.ens.domains/name/ffaa.eth/register,,,,
ffbb,4,Never Registered,,https://app.ens.domains/name/ffbb.eth/register,,,,
ffcc,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/101942342804590091981243344261034804072316024551893875958348935799113341584152,2022-05-01 07:43:49,2023-05-01 13:33:01,2023-07-30 13:33:01,2023-08-20 13:33:01
ffdd,4,Never Registered,,https://app.ens.domains/name/ffdd.eth/register,,,,
ffee,4,Never Registered,,https://app.ens.domains/name/ffee.eth/register,,,,
ffgg,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/91163700594296313540537596016603203093466793074607763031419490855508025458149,2022-05-03 02:21:54,2022-06-01 07:37:50,2022-08-30 07:37:50,2022-09-20 07:37:50
ffhh,4,Never Registered,,https://app.ens.domains/name/ffhh.eth/register,,,,
ffii,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/29822524514771495988837656720661715671274204849576859032882651034856332193987,2022-05-03 05:19:02,2022-06-01 10:34:58,2022-08-30 10:34:58,2022-09-20 10:34:58
ffjj,4,Never Registered,,https://app.ens.domains/name/ffjj.eth/register,,,,
ffkk,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/15352207555875092539558344063816102658078381377398611036515163618245604081615,2022-05-02 21:16:45,2022-06-30 07:48:37,2022-09-28 07:48:37,2022-10-19 07:48:37
ffll,4,Never Registered,,https://app.ens.domains/name/ffll.eth/register,,,,
ffmm,4,Never Registered,,https://app.ens.domains/name/ffmm.eth/register,,,,
ffnn,4,Never Registered,,https://app.ens.domains/name/ffnn.eth/register,,,,
ffoo,4,Never Registered,,https://app.ens.domains/name/ffoo.eth/register,,,,
ffpp,4,Never Registered,,https://app.ens.domains/name/ffpp.eth/register,,,,
ffqq,4,Never Registered,,https://app.ens.domains/name/ffqq.eth/register,,,,
ffrr,4,Never Registered,,https://app.ens.domains/name/ffrr.eth/register,,,,
ffss,4,Never Registered,,https://app.ens.domains/name/ffss.eth/register,,,,
fftt,4,Never Registered,,https://app.ens.domains/name/fftt.eth/register,,,,
ffuu,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/65093808706712127118268272766361272758148467460558129389821722351988585139964,2022-04-30 15:43:38,2023-04-30 21:32:50,2023-07-29 21:32:50,2023-08-19 21:32:50
ffvv,4,Never Registered,,https://app.ens.domains/name/ffvv.eth/register,,,,
ffww,4,Never Registered,,https://app.ens.domains/name/ffww.eth/register,,,,
ffxx,4,Never Registered,,https://app.ens.domains/name/ffxx.eth/register,,,,
ffyy,4,Never Registered,,https://app.ens.domains/name/ffyy.eth/register,,,,
ffzz,4,Never Registered,,https://app.ens.domains/name/ffzz.eth/register,,,,
ggaa,4,Never Registered,,https://app.ens.domains/name/ggaa.eth/register,,,,
ggbb,4,Never Registered,,https://app.ens.domains/name/ggbb.eth/register,,,,
ggcc,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/5322453274712601525807782515075078098667648606434486282706665442744985038181,2022-04-28 08:54:08,2024-04-27 20:32:32,2024-07-26 20:32:32,2024-08-16 20:32:32
ggdd,4,Never Registered,,https://app.ens.domains/name/ggdd.eth/register,,,,
ggee,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/59226086420056174897698669356045000429767208790001076494742281269358328100579,2022-04-30 01:22:32,2024-04-29 13:00:56,2024-07-28 13:00:56,2024-08-18 13:00:56
ggff,4,Never Registered,,https://app.ens.domains/name/ggff.eth/register,,,,
gghh,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/86327197070450573987625392952240103566879357316580963271207547566552010259517,2022-05-03 03:40:23,2022-06-01 08:56:19,2022-08-30 08:56:19,2022-09-20 08:56:19
ggii,4,Never Registered,,https://app.ens.domains/name/ggii.eth/register,,,,
ggjj,4,Never Registered,,https://app.ens.domains/name/ggjj.eth/register,,,,
ggkk,4,Never Registered,,https://app.ens.domains/name/ggkk.eth/register,,,,
ggll,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/103461143977879269829975373343085973880360089000651918319614751749501013686903,2022-05-04 02:54:31,2022-06-01 05:52:36,2022-08-30 05:52:36,2022-09-20 05:52:36
ggmm,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/73247287092788152220191913892124987516736577632298786776149924188840865052516,2022-05-01 13:11:59,2023-05-01 19:01:11,2023-07-30 19:01:11,2023-08-20 19:01:11
ggnn,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/25603083429067349427464006753066908198488285530156676146294159252277453146412,2022-05-03 06:20:06,2022-06-08 18:55:01,2022-09-06 18:55:01,2022-09-27 18:55:01
ggoo,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/43516845662453213909498465853869801072923809806996492980117609821311748005268,2022-05-03 22:06:40,2023-05-04 03:55:52,2023-08-02 03:55:52,2023-08-23 03:55:52
ggpp,4,Never Registered,,https://app.ens.domains/name/ggpp.eth/register,,,,
ggqq,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/55088809092689248358555445552391737955724737077395015201289255942861662468757,2022-05-03 04:52:41,2022-06-01 10:08:37,2022-08-30 10:08:37,2022-09-20 10:08:37
ggrr,4,Never Registered,,https://app.ens.domains/name/ggrr.eth/register,,,,
ggss,4,Never Registered,,https://app.ens.domains/name/ggss.eth/register,,,,
ggtt,4,Never Registered,,https://app.ens.domains/name/ggtt.eth/register,,,,
gguu,4,Never Registered,,https://app.ens.domains/name/gguu.eth/register,,,,
ggvv,4,Never Registered,,https://app.ens.domains/name/ggvv.eth/register,,,,
ggww,4,Never Registered,,https://app.ens.domains/name/ggww.eth/register,,,,
ggxx,4,Never Registered,,https://app.ens.domains/name/ggxx.eth/register,,,,
ggyy,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/46718862427136257272091351287320235085203310144965778289723926777872977444369,2021-11-11 01:19:48,2022-11-11 07:09:00,2023-02-09 07:09:00,2023-03-02 07:09:00
ggzz,4,Never Registered,,https://app.ens.domains/name/ggzz.eth/register,,,,
hhaa,4,Never Registered,,https://app.ens.domains/name/hhaa.eth/register,,,,
hhbb,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/54096290009256462258989586535094768915174779000284611483589439027287630278280,2022-04-29 23:00:30,2023-04-30 04:49:42,2023-07-29 04:49:42,2023-08-19 04:49:42
hhcc,4,Never Registered,,https://app.ens.domains/name/hhcc.eth/register,,,,
hhdd,4,Never Registered,,https://app.ens.domains/name/hhdd.eth/register,,,,
hhee,4,Never Registered,,https://app.ens.domains/name/hhee.eth/register,,,,
hhff,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/78979268202295816267446352062091730969449003930326051749106954497128661633275,2021-09-12 06:13:13,2022-09-12 12:02:25,2022-12-11 12:02:25,2023-01-01 12:02:25
hhgg,4,Never Registered,,https://app.ens.domains/name/hhgg.eth/register,,,,
hhii,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/34990844014335185784597952347118705289065846764546509298613415584068732487406,2022-04-30 10:54:03,2022-06-24 05:46:25,2022-09-22 05:46:25,2022-10-13 05:46:25
hhjj,4,Never Registered,,https://app.ens.domains/name/hhjj.eth/register,,,,
hhkk,4,Never Registered,,https://app.ens.domains/name/hhkk.eth/register,,,,
hhll,4,Never Registered,,https://app.ens.domains/name/hhll.eth/register,,,,
hhmm,4,Never Registered,,https://app.ens.domains/name/hhmm.eth/register,,,,
hhnn,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/5894017341225737249105265470331162440209608991331175516513625455684786836250,2022-05-03 02:48:35,2022-06-08 15:23:30,2022-09-06 15:23:30,2022-09-27 15:23:30
hhoo,4,Never Registered,,https://app.ens.domains/name/hhoo.eth/register,,,,
hhpp,4,Never Registered,,https://app.ens.domains/name/hhpp.eth/register,,,,
hhqq,4,Never Registered,,https://app.ens.domains/name/hhqq.eth/register,,,,
hhrr,4,Never Registered,,https://app.ens.domains/name/hhrr.eth/register,,,,
hhss,4,Never Registered,,https://app.ens.domains/name/hhss.eth/register,,,,
hhtt,4,Never Registered,,https://app.ens.domains/name/hhtt.eth/register,,,,
hhuu,4,Never Registered,,https://app.ens.domains/name/hhuu.eth/register,,,,
hhvv,4,Never Registered,,https://app.ens.domains/name/hhvv.eth/register,,,,
hhww,4,Never Registered,,https://app.ens.domains/name/hhww.eth/register,,,,
hhxx,4,Never Registered,,https://app.ens.domains/name/hhxx.eth/register,,,,
hhyy,4,Never Registered,,https://app.ens.domains/name/hhyy.eth/register,,,,
hhzz,4,Never Registered,,https://app.ens.domains/name/hhzz.eth/register,,,,
iiaa,4,Never Registered,,https://app.ens.domains/name/iiaa.eth/register,,,,
iibb,4,Never Registered,,https://app.ens.domains/name/iibb.eth/register,,,,
iicc,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/38877356918904002321536460170562930883740960306772844202230774752911462372132,2021-04-26 19:19:50,2024-04-26 12:47:26,2024-07-25 12:47:26,2024-08-15 12:47:26
iidd,4,Never Registered,,https://app.ens.domains/name/iidd.eth/register,,,,
iiee,4,Never Registered,,https://app.ens.domains/name/iiee.eth/register,,,,
iiff,4,Never Registered,,https://app.ens.domains/name/iiff.eth/register,,,,
iigg,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/33715555219383483860612441350425433059831103518619064652208045345337352801228,2022-05-02 03:01:06,2023-05-02 08:50:18,2023-07-31 08:50:18,2023-08-21 08:50:18
iihh,4,Never Registered,,https://app.ens.domains/name/iihh.eth/register,,,,
iijj,4,Never Registered,,https://app.ens.domains/name/iijj.eth/register,,,,
iikk,4,Never Registered,,https://app.ens.domains/name/iikk.eth/register,,,,
iill,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/73999010788371306552344351691011233028289348115408233185876531260088461876883,2022-04-25 01:17:04,2023-04-25 07:06:16,2023-07-24 07:06:16,2023-08-14 07:06:16
iimm,4,Never Registered,,https://app.ens.domains/name/iimm.eth/register,,,,
iinn,4,Never Registered,,https://app.ens.domains/name/iinn.eth/register,,,,
iioo,4,Never Registered,,https://app.ens.domains/name/iioo.eth/register,,,,
iipp,4,Never Registered,,https://app.ens.domains/name/iipp.eth/register,,,,
iiqq,4,Never Registered,,https://app.ens.domains/name/iiqq.eth/register,,,,
iirr,4,Never Registered,,https://app.ens.domains/name/iirr.eth/register,,,,
iiss,4,Never Registered,,https://app.ens.domains/name/iiss.eth/register,,,,
iitt,4,Never Registered,,https://app.ens.domains/name/iitt.eth/register,,,,
iiuu,4,Never Registered,,https://app.ens.domains/name/iiuu.eth/register,,,,
iivv,4,Never Registered,,https://app.ens.domains/name/iivv.eth/register,,,,
iiww,4,Never Registered,,https://app.ens.domains/name/iiww.eth/register,,,,
iixx,4,Never Registered,,https://app.ens.domains/name/iixx.eth/register,,,,
iiyy,4,Never Registered,,https://app.ens.domains/name/iiyy.eth/register,,,,
iizz,4,Never Registered,,https://app.ens.domains/name/iizz.eth/register,,,,
jjaa,4,Never Registered,,https://app.ens.domains/name/jjaa.eth/register,,,,
jjbb,4,Never Registered,,https://app.ens.domains/name/jjbb.eth/register,,,,
jjcc,4,Never Registered,,https://app.ens.domains/name/jjcc.eth/register,,,,
jjdd,4,Never Registered,,https://app.ens.domains/name/jjdd.eth/register,,,,
jjee,4,Never Registered,,https://app.ens.domains/name/jjee.eth/register,,,,
jjff,4,Never Registered,,https://app.ens.domains/name/jjff.eth/register,,,,
jjgg,4,Never Registered,,https://app.ens.domains/name/jjgg.eth/register,,,,
jjhh,4,Never Registered,,https://app.ens.domains/name/jjhh.eth/register,,,,
jjii,4,Never Registered,,https://app.ens.domains/name/jjii.eth/register,,,,
jjkk,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/17279723709420659236402849014660861587933752594440414271380207725534955423078,2022-04-28 11:43:50,2023-04-28 17:33:02,2023-07-27 17:33:02,2023-08-17 17:33:02
jjll,4,Never Registered,,https://app.ens.domains/name/jjll.eth/register,,,,
jjmm,4,Never Registered,,https://app.ens.domains/name/jjmm.eth/register,,,,
jjnn,4,Never Registered,,https://app.ens.domains/name/jjnn.eth/register,,,,
jjoo,4,Never Registered,,https://app.ens.domains/name/jjoo.eth/register,,,,
jjpp,4,Never Registered,,https://app.ens.domains/name/jjpp.eth/register,,,,
jjqq,4,Never Registered,,https://app.ens.domains/name/jjqq.eth/register,,,,
jjrr,4,Never Registered,,https://app.ens.domains/name/jjrr.eth/register,,,,
jjss,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/59903304534433665492334280454945048828443111435191226672947139036302266159189,2022-05-06 13:53:44,2024-05-06 01:32:08,2024-08-04 01:32:08,2024-08-25 01:32:08
jjtt,4,Never Registered,,https://app.ens.domains/name/jjtt.eth/register,,,,
jjuu,4,Never Registered,,https://app.ens.domains/name/jjuu.eth/register,,,,
jjvv,4,Never Registered,,https://app.ens.domains/name/jjvv.eth/register,,,,
jjww,4,Never Registered,,https://app.ens.domains/name/jjww.eth/register,,,,
jjxx,4,Never Registered,,https://app.ens.domains/name/jjxx.eth/register,,,,
jjyy,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/30362784464791974861795130723656305959349755185825291936259216989569797855554,2022-05-05 09:26:14,2024-05-04 21:04:38,2024-08-02 21:04:38,2024-08-23 21:04:38
jjzz,4,Never Registered,,https://app.ens.domains/name/jjzz.eth/register,,,,
kkaa,4,Never Registered,,https://app.ens.domains/name/kkaa.eth/register,,,,
kkbb,4,Never Registered,,https://app.ens.domains/name/kkbb.eth/register,,,,
kkcc,4,Never Registered,,https://app.ens.domains/name/kkcc.eth/register,,,,
kkdd,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/51185202698590957159500599168657079045254805789590591831586327870595900300059,2021-12-13 14:45:11,2023-12-14 02:23:35,2024-03-13 02:23:35,2024-04-03 02:23:35
kkee,4,Never Registered,,https://app.ens.domains/name/kkee.eth/register,,,,
kkff,4,Never Registered,,https://app.ens.domains/name/kkff.eth/register,,,,
kkgg,4,Never Registered,,https://app.ens.domains/name/kkgg.eth/register,,,,
kkhh,4,Never Registered,,https://app.ens.domains/name/kkhh.eth/register,,,,
kkii,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/97373846746012133509903204516175173142309827743376937184746156128846679863917,2022-05-04 02:46:25,2022-06-02 08:02:21,2022-08-31 08:02:21,2022-09-21 08:02:21
kkjj,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/32310685238714161196411066725677219612322805479311791190511177796686504118130,2022-04-28 06:46:18,2023-04-28 12:35:30,2023-07-27 12:35:30,2023-08-17 12:35:30
kkll,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/8306250273736172009106012360565857062002962922563678650281075457379023545339,2022-05-03 03:45:44,2022-06-01 09:01:40,2022-08-30 09:01:40,2022-09-20 09:01:40
kkmm,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/11613774499494893531825665346413306797893865672137730600257278246841329771937,2022-05-01 21:58:47,2023-05-02 03:47:59,2023-07-31 03:47:59,2023-08-21 03:47:59
kknn,4,Never Registered,,https://app.ens.domains/name/kknn.eth/register,,,,
kkoo,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/111085727225063098649924233549025242338413072742194334375353169011853165140917,2022-05-03 03:15:20,2023-05-03 09:04:32,2023-08-01 09:04:32,2023-08-22 09:04:32
kkpp,4,Never Registered,,https://app.ens.domains/name/kkpp.eth/register,,,,
kkqq,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/60636673358802448761832587569468479307084632929377227765568594565603938629045,2022-04-28 07:33:38,2023-04-28 13:22:50,2023-07-27 13:22:50,2023-08-17 13:22:50
kkrr,4,Never Registered,,https://app.ens.domains/name/kkrr.eth/register,,,,
kkss,4,Never Registered,,https://app.ens.domains/name/kkss.eth/register,,,,
kktt,4,Never Registered,,https://app.ens.domains/name/kktt.eth/register,,,,
kkuu,4,Never Registered,,https://app.ens.domains/name/kkuu.eth/register,,,,
kkvv,4,Never Registered,,https://app.ens.domains/name/kkvv.eth/register,,,,
kkww,4,Never Registered,,https://app.ens.domains/name/kkww.eth/register,,,,
kkxx,4,Never Registered,,https://app.ens.domains/name/kkxx.eth/register,,,,
kkyy,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/57216788360107427260084040045842081598741094789525847970837651621994955344015,2022-04-22 05:56:39,2023-04-22 11:45:51,2023-07-21 11:45:51,2023-08-11 11:45:51
kkzz,4,Never Registered,,https://app.ens.domains/name/kkzz.eth/register,,,,
llaa,4,Never Registered,,https://app.ens.domains/name/llaa.eth/register,,,,
llbb,4,Never Registered,,https://app.ens.domains/name/llbb.eth/register,,,,
llcc,4,Never Registered,,https://app.ens.domains/name/llcc.eth/register,,,,
lldd,4,Never Registered,,https://app.ens.domains/name/lldd.eth/register,,,,
llee,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/37987428589579219253221843813417590426019768149961933140917027248151598606548,2022-05-01 20:26:21,2023-05-02 02:15:33,2023-07-31 02:15:33,2023-08-21 02:15:33
llff,4,Never Registered,,https://app.ens.domains/name/llff.eth/register,,,,
llgg,4,Never Registered,,https://app.ens.domains/name/llgg.eth/register,,,,
llhh,4,Never Registered,,https://app.ens.domains/name/llhh.eth/register,,,,
llii,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/69696862825634969824344175392377811191208610236440505509031750073346099808838,2022-05-03 05:00:27,2023-05-03 10:49:39,2023-08-01 10:49:39,2023-08-22 10:49:39
lljj,4,Never Registered,,https://app.ens.domains/name/lljj.eth/register,,,,
llkk,4,Never Registered,,https://app.ens.domains/name/llkk.eth/register,,,,
llmm,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/68642168249420678203664600760913393850948012848943526044923434745759353564382,2022-04-28 11:18:16,2023-04-28 17:07:28,2023-07-27 17:07:28,2023-08-17 17:07:28
llnn,4,Never Registered,,https://app.ens.domains/name/llnn.eth/register,,,,
lloo,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/77946345134188152965615618933368378306444413207538013055181017933449391286088,2022-05-02 03:07:08,2022-06-07 15:42:03,2022-09-05 15:42:03,2022-09-26 15:42:03
llpp,4,Never Registered,,https://app.ens.domains/name/llpp.eth/register,,,,
llqq,4,Never Registered,,https://app.ens.domains/name/llqq.eth/register,,,,
llrr,4,Never Registered,,https://app.ens.domains/name/llrr.eth/register,,,,
llss,4,Never Registered,,https://app.ens.domains/name/llss.eth/register,,,,
lltt,4,Never Registered,,https://app.ens.domains/name/lltt.eth/register,,,,
lluu,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/79569393352429515863268585015539283255923577325346412128082481834533513914387,2022-05-01 08:29:26,2023-05-01 14:18:38,2023-07-30 14:18:38,2023-08-20 14:18:38
llvv,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/32076805613061298636125672218574002644010366224038770501983345915013685238531,2022-05-03 02:57:01,2022-06-08 15:31:56,2022-09-06 15:31:56,2022-09-27 15:31:56
llww,4,Never Registered,,https://app.ens.domains/name/llww.eth/register,,,,
llxx,4,Never Registered,,https://app.ens.domains/name/llxx.eth/register,,,,
llyy,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/48348386639870171146080941253763038256152495208012696000574810568851820344956,2022-05-05 10:05:46,2023-05-05 15:54:58,2023-08-03 15:54:58,2023-08-24 15:54:58
llzz,4,Never Registered,,https://app.ens.domains/name/llzz.eth/register,,,,
mmaa,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/74495144327819367282974031855536060959800809332667045248339246479075226784269,2022-05-07 09:29:40,2022-06-12 22:04:35,2022-09-10 22:04:35,2022-10-01 22:04:35
mmbb,4,Never Registered,,https://app.ens.domains/name/mmbb.eth/register,,,,
mmcc,4,Never Registered,,https://app.ens.domains/name/mmcc.eth/register,,,,
mmdd,4,Never Registered,,https://app.ens.domains/name/mmdd.eth/register,,,,
mmee,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/3356230873156238201585097666615300949816965312964572194782732156929217875153,2022-04-30 03:49:29,2023-04-30 09:38:41,2023-07-29 09:38:41,2023-08-19 09:38:41
mmff,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/109409442854618279904761245409483598239629513376671726744882419009121780164523,2022-05-02 21:47:52,2023-05-03 03:37:04,2023-08-01 03:37:04,2023-08-22 03:37:04
mmgg,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/71513895743261730263686589356292972383552145493350595837065761492521778901856,2022-05-02 21:41:02,2023-05-03 03:30:14,2023-08-01 03:30:14,2023-08-22 03:30:14
mmhh,4,Never Registered,,https://app.ens.domains/name/mmhh.eth/register,,,,
mmii,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/36777341638882043131057385958630980084051593774236918445891380783338728902608,2022-04-29 03:38:08,2022-07-11 04:47:58,2022-10-09 04:47:58,2022-10-30 04:47:58
mmjj,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/101736675611403650747898034411408954741453898899594245361305855417872311804276,2022-05-02 10:13:19,2023-05-02 16:02:31,2023-07-31 16:02:31,2023-08-21 16:02:31
mmkk,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/72058934296913599201231138265523005973607491429095819726160728336721062197130,2022-05-03 07:24:51,2022-07-29 23:12:39,2022-10-27 23:12:39,2022-11-17 23:12:39
mmll,4,Never Registered,,https://app.ens.domains/name/mmll.eth/register,,,,
mmnn,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/55000789930193516817882862195341278852906036817994067290360965552262098847835,2022-05-03 03:48:55,2022-06-01 09:04:51,2022-08-30 09:04:51,2022-09-20 09:04:51
