Name,Length,Status,Premium,URL,Registered,Expires,Grace Period Ends,Price Premium Ends
mmoo,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/73341181141596690023952037061629328542840044980276434123891248765829351078067,2022-05-07 09:32:28,2022-06-12 22:07:23,2022-09-10 22:07:23,2022-10-01 22:07:23
mmpp,4,Never Registered,,https://app.ens.domains/name/mmpp.eth/register,,,,
mmqq,4,Never Registered,,https://app.ens.domains/name/mmqq.eth/register,,,,
mmrr,4,Never Registered,,https://app.ens.domains/name/mmrr.eth/register,,,,
mmss,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/40499422068360719021494534601008905744031905224299536002179649600468559681295,2022-05-04 03:03:11,2022-06-01 06:01:16,2022-08-30 06:01:16,2022-09-20 06:01:16
mmtt,4,Never Registered,,https://app.ens.domains/name/mmtt.eth/register,,,,
mmuu,4,Never Registered,,https://app.ens.domains/name/mmuu.eth/register,,,,
mmvv,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/18303781476128150517210593804631371813962115652838084073887619960575946489724,2022-04-30 15:16:31,2022-05-28 18:14:36,2022-08-26 18:14:36,2022-09-16 18:14:36
mmww,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/2180554656079083823345214138765750492208478585840101275976566051870237496764,2022-05-03 04:58:33,2022-06-01 10:14:29,2022-08-30 10:14:29,2022-09-20 10:14:29
mmxx,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/28245480916087008571724032970422125279009695281123393019948303399041358270538,2021-11-05 04:42:19,2024-11-04 21:09:55,2025-02-02 21:09:55,2025-02-23 21:09:55
mmyy,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/1391050860464815658887117721060802552011528639640579864232193620910662672765,2022-05-02 21:27:14,2022-06-08 21:27:14,2022-09-06 21:27:14,2022-09-27 21:27:14
mmzz,4,Never Registered,,https://app.ens.domains/name/mmzz.eth/register,,,,
nnaa,4,Never Registered,,https://app.ens.domains/name/nnaa.eth/register,,,,
nnbb,4,Never Registered,,https://app.ens.domains/name/nnbb.eth/register,,,,
nncc,4,Never Registered,,https://app.ens.domains/name/nncc.eth/register,,,,
nndd,4,Never Registered,,https://app.ens.domains/name/nndd.eth/register,,,,
nnee,4,Never Registered,,https://app.ens.domains/name/nnee.eth/register,,,,
nnff,4,Never Registered,,https://app.ens.domains/name/nnff.eth/register,,,,
nngg,4,Never Registered,,https://app.ens.domains/name/nngg.eth/register,,,,
nnhh,4,Never Registered,,https://app.ens.domains/name/nnhh.eth/register,,,,
nnii,4,Never Registered,,https://app.ens.domains/name/nnii.eth/register,,,,
nnjj,4,Never Registered,,https://app.ens.domains/name/nnjj.eth/register,,,,
nnkk,4,Never Registered,,https://app.ens.domains/name/nnkk.eth/register,,,,
nnll,4,Never Registered,,https://app.ens.domains/name/nnll.eth/register,,,,
nnmm,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/77268929631389782048912963385137052445522212685663963369780351742455998942606,2022-05-03 02:27:44,2022-06-08 15:02:39,2022-09-06 15:02:39,2022-09-27 15:02:39
nnoo,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/8132809883122119042831441353629898406562722730071901648968314157181543071092,2022-04-30 15:34:22,2022-05-28 18:32:27,2022-08-26 18:32:27,2022-09-16 18:32:27
nnpp,4,Never Registered,,https://app.ens.domains/name/nnpp.eth/register,,,,
nnqq,4,Never Registered,,https://app.ens.domains/name/nnqq.eth/register,,,,
nnrr,4,Never Registered,,https://app.ens.domains/name/nnrr.eth/register,,,,
nnss,4,Never Registered,,https://app.ens.domains/name/nnss.eth/register,,,,
nntt,4,Never Registered,,https://app.ens.domains/name/nntt.eth/register,,,,
nnuu,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/20059889234258638439958823328423700121013101296552201499526619299077253813146,2022-04-29 15:32:57,2023-04-29 21:22:09,2023-07-28 21:22:09,2023-08-18 21:22:09
nnvv,4,Never Registered,,https://app.ens.domains/name/nnvv.eth/register,,,,
nnww,4,Never Registered,,https://app.ens.domains/name/nnww.eth/register,,,,
nnxx,4,Never Registered,,https://app.ens.domains/name/nnxx.eth/register,,,,
nnyy,4,Never Registered,,https://app.ens.domains/name/nnyy.eth/register,,,,
nnzz,4,Never Registered,,https://app.ens.domains/name/nnzz.eth/register,,,,
ooaa,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/96519251584752809019874612451459723182085049280408411255644536202263234264507,2022-04-29 01:39:32,2023-04-29 07:28:44,2023-07-28 07:28:44,2023-08-18 07:28:44
oobb,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/102920431542203479488711087921050734534063744745810331542149927060013606241473,2022-05-03 03:10:05,2022-06-01 08:26:01,2022-08-30 08:26:01,2022-09-20 08:26:01
oocc,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/41779966081685146436769013544820580806185140902557669333742630740055813874610,2022-05-01 09:06:50,2023-05-01 14:56:02,2023-07-30 14:56:02,2023-08-20 14:56:02
oodd,4,Never Registered,,https://app.ens.domains/name/oodd.eth/register,,,,
ooee,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/9950171151422871438948452501043209463107656452600951458303854706446995990534,2022-05-07 09:36:53,2022-06-12 22:11:48,2022-09-10 22:11:48,2022-10-01 22:11:48
ooff,4,Never Registered,,https://app.ens.domains/name/ooff.eth/register,,,,
oogg,4,Never Registered,,https://app.ens.domains/name/oogg.eth/register,,,,
oohh,4,Never Registered,,https://app.ens.domains/name/oohh.eth/register,,,,
ooii,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/9160221248283874753078229605169732484276599283412140504893914057322434494379,2022-05-01 09:21:56,2023-05-01 15:11:08,2023-07-30 15:11:08,2023-08-20 15:11:08
oojj,4,Never Registered,,https://app.ens.domains/name/oojj.eth/register,,,,
ookk,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/105473836923197885200175833836693033986566855139993753836916123981293175892263,2022-04-29 22:55:37,2023-04-30 04:44:49,2023-07-29 04:44:49,2023-08-19 04:44:49
ooll,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/16706854482620596664048441914715453261445582392373173352480443680783077277120,2022-05-01 09:12:18,2023-05-01 15:01:30,2023-07-30 15:01:30,2023-08-20 15:01:30
oomm,4,Never Registered,,https://app.ens.domains/name/oomm.eth/register,,,,
oonn,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/32637327645291837396185884621178545691547385246916607874193276723800211531126,2022-05-04 01:20:21,2023-05-04 07:09:33,2023-08-02 07:09:33,2023-08-23 07:09:33
oopp,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/69630432639166395064239227239251739380569236423840885514326044345426698891066,2022-04-30 15:43:45,2023-04-30 21:32:57,2023-07-29 21:32:57,2023-08-19 21:32:57
ooqq,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/67234798964718729418055534846717596422661426061066471756101548015055326631968,2022-05-07 09:43:49,2022-06-12 22:18:44,2022-09-10 22:18:44,2022-10-01 22:18:44
oorr,4,Never Registered,,https://app.ens.domains/name/oorr.eth/register,,,,
ooss,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/39826483729013705053770401261135152255257523651595039931713085680499429726156,2022-05-04 03:00:37,2022-06-01 05:58:42,2022-08-30 05:58:42,2022-09-20 05:58:42
oott,4,Never Registered,,https://app.ens.domains/name/oott.eth/register,,,,
oouu,4,Never Registered,,https://app.ens.domains/name/oouu.eth/register,,,,
oovv,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/111861545203185249255805913818246211991750026940297417022566890692225122310805,2021-12-01 19:48:15,2022-12-02 01:37:27,2023-03-02 01:37:27,2023-03-23 01:37:27
ooww,4,Never Registered,,https://app.ens.domains/name/ooww.eth/register,,,,
ooxx,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/5073110015072458572166104932326683431792745567096741245184611369961118683665,2021-11-04 01:36:02,2022-11-04 07:25:14,2023-02-02 07:25:14,2023-02-23 07:25:14
ooyy,4,Never Registered,,https://app.ens.domains/name/ooyy.eth/register,,,,
oozz,4,Never Registered,,https://app.ens.domains/name/oozz.eth/register,,,,
ppaa,4,Never Registered,,https://app.ens.domains/name/ppaa.eth/register,,,,
ppbb,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/28698752073364413020247113397054140813593903579981474763575320751122166891699,2022-05-01 04:32:42,2025-04-30 22:00:18,2025-07-29 22:00:18,2025-08-19 22:00:18
ppcc,4,Never Registered,,https://app.ens.domains/name/ppcc.eth/register,,,,
ppdd,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/65321918240766122178760322920005416657777240054844413674912711142706640016865,2022-05-03 04:55:43,2022-06-01 10:11:39,2022-08-30 10:11:39,2022-09-20 10:11:39
ppee,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/64536770469936286486229265811909362451816435524127329039304549228390649515859,2022-05-01 14:07:40,2023-05-01 19:56:52,2023-07-30 19:56:52,2023-08-20 19:56:52
ppff,4,Never Registered,,https://app.ens.domains/name/ppff.eth/register,,,,
ppgg,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/21002302925024163480196544045645776868436907776353166626626871413661442652978,2022-05-03 03:21:11,2022-06-08 15:56:06,2022-09-06 15:56:06,2022-09-27 15:56:06
pphh,4,Never Registered,,https://app.ens.domains/name/pphh.eth/register,,,,
ppii,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/250725554766201719634319974188540035930519699800515544284770279697148375466,2022-05-02 23:47:46,2023-05-03 05:36:58,2023-08-01 05:36:58,2023-08-22 05:36:58
ppjj,4,Never Registered,,https://app.ens.domains/name/ppjj.eth/register,,,,
ppkk,4,Never Registered,,https://app.ens.domains/name/ppkk.eth/register,,,,
ppll,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/67174602644686384884359965535601911361270171123407071339427017019542774081954,2022-05-03 22:00:56,2022-06-02 03:16:52,2022-08-31 03:16:52,2022-09-21 03:16:52
ppmm,4,Never Registered,,https://app.ens.domains/name/ppmm.eth/register,,,,
ppnn,4,Never Registered,,https://app.ens.domains/name/ppnn.eth/register,,,,
ppoo,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/103559205616847249204879001936818905934703943660933216871351112299990366300479,2022-05-01 07:50:41,2023-05-01 13:39:53,2023-07-30 13:39:53,2023-08-20 13:39:53
ppqq,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/69977915606591328750460201073024236669212378979966105740272413852306692473873,2022-05-01 04:32:42,2025-04-30 22:00:18,2025-07-29 22:00:18,2025-08-19 22:00:18
pprr,4,Never Registered,,https://app.ens.domains/name/pprr.eth/register,,,,
ppss,4,Never Registered,,https://app.ens.domains/name/ppss.eth/register,,,,
pptt,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/76155648165176886194811244364983883142405088533128546475896327320161087848415,2022-05-04 02:51:01,2022-06-01 05:49:06,2022-08-30 05:49:06,2022-09-20 05:49:06
ppuu,4,Never Registered,,https://app.ens.domains/name/ppuu.eth/register,,,,
ppvv,4,Never Registered,,https://app.ens.domains/name/ppvv.eth/register,,,,
ppww,4,Never Registered,,https://app.ens.domains/name/ppww.eth/register,,,,
ppxx,4,Never Registered,,https://app.ens.domains/name/ppxx.eth/register,,,,
ppyy,4,Never Registered,,https://app.ens.domains/name/ppyy.eth/register,,,,
ppzz,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/94236778634771463333034661163116650282456167214629864508965295641767360772345,2022-05-04 03:03:11,2022-06-01 06:01:16,2022-08-30 06:01:16,2022-09-20 06:01:16
qqaa,4,Never Registered,,https://app.ens.domains/name/qqaa.eth/register,,,,
qqbb,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/14380692598622747327512474345478841994001538510251349982107500972243784949662,2022-05-03 03:54:35,2022-06-01 09:10:31,2022-08-30 09:10:31,2022-09-20 09:10:31
qqcc,4,Never Registered,,https://app.ens.domains/name/qqcc.eth/register,,,,
qqdd,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/7298147354231260847259065187898542790725162849797532585386856099834721794458,2022-05-03 04:00:11,2022-06-01 09:16:07,2022-08-30 09:16:07,2022-09-20 09:16:07
qqee,4,Never Registered,,https://app.ens.domains/name/qqee.eth/register,,,,
qqff,4,Never Registered,,https://app.ens.domains/name/qqff.eth/register,,,,
qqgg,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/52027704155914589048647878987913815113111272140398774691837835938067797597543,2022-05-03 04:08:58,2022-06-01 09:24:54,2022-08-30 09:24:54,2022-09-20 09:24:54
qqhh,4,Never Registered,,https://app.ens.domains/name/qqhh.eth/register,,,,
qqii,4,Never Registered,,https://app.ens.domains/name/qqii.eth/register,,,,
qqjj,4,Never Registered,,https://app.ens.domains/name/qqjj.eth/register,,,,
qqkk,4,Never Registered,,https://app.ens.domains/name/qqkk.eth/register,,,,
qqll,4,Never Registered,,https://app.ens.domains/name/qqll.eth/register,,,,
qqmm,4,Never Registered,,https://app.ens.domains/name/qqmm.eth/register,,,,
qqnn,4,Never Registered,,https://app.ens.domains/name/qqnn.eth/register,,,,
qqoo,4,Never Registered,,https://app.ens.domains/name/qqoo.eth/register,,,,
qqpp,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/37690453873143486339313658467807905009459111378861564420671329772360073830026,2022-04-30 15:45:05,2023-04-30 21:34:17,2023-07-29 21:34:17,2023-08-19 21:34:17
qqrr,4,Never Registered,,https://app.ens.domains/name/qqrr.eth/register,,,,
qqss,4,Never Registered,,https://app.ens.domains/name/qqss.eth/register,,,,
qqtt,4,Never Registered,,https://app.ens.domains/name/qqtt.eth/register,,,,
qquu,4,Never Registered,,https://app.ens.domains/name/qquu.eth/register,,,,
qqvv,4,Never Registered,,https://app.ens.domains/name/qqvv.eth/register,,,,
qqww,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/78260470616666916816718481224788092546572441924912074411751695620916901596948,2022-05-07 08:52:46,2022-06-09 05:48:11,2022-09-07 05:48:11,2022-09-28 05:48:11
qqxx,4,Never Registered,,https://app.ens.domains/name/qqxx.eth/register,,,,
qqyy,4,Never Registered,,https://app.ens.domains/name/qqyy.eth/register,,,,
qqzz,4,Never Registered,,https://app.ens.domains/name/qqzz.eth/register,,,,
rraa,4,Never Registered,,https://app.ens.domains/name/rraa.eth/register,,,,
rrbb,4,Never Registered,,https://app.ens.domains/name/rrbb.eth/register,,,,
rrcc,4,Never Registered,,https://app.ens.domains/name/rrcc.eth/register,,,,
rrdd,4,Never Registered,,https://app.ens.domains/name/rrdd.eth/register,,,,
rree,4,Never Registered,,https://app.ens.domains/name/rree.eth/register,,,,
rrff,4,Never Registered,,https://app.ens.domains/name/rrff.eth/register,,,,
rrgg,4,Never Registered,,https://app.ens.domains/name/rrgg.eth/register,,,,
rrhh,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/113258765445976977985011399637945296438086423262867517074794273990037730585921,2022-02-01 21:48:05,2024-02-02 09:26:29,2024-05-02 09:26:29,2024-05-23 09:26:29
rrii,4,Never Registered,,https://app.ens.domains/name/rrii.eth/register,,,,
rrjj,4,Never Registered,,https://app.ens.domains/name/rrjj.eth/register,,,,
rrkk,4,Never Registered,,https://app.ens.domains/name/rrkk.eth/register,,,,
rrll,4,Never Registered,,https://app.ens.domains/name/rrll.eth/register,,,,
rrmm,4,Never Registered,,https://app.ens.domains/name/rrmm.eth/register,,,,
rrnn,4,Never Registered,,https://app.ens.domains/name/rrnn.eth/register,,,,
rroo,4,Never Registered,,https://app.ens.domains/name/rroo.eth/register,,,,
rrpp,4,Never Registered,,https://app.ens.domains/name/rrpp.eth/register,,,,
rrqq,4,Never Registered,,https://app.ens.domains/name/rrqq.eth/register,,,,
rrss,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/89332669814167250069677838879012744112121415971419776667230863960543269217774,2022-05-03 04:14:46,2022-06-01 09:30:42,2022-08-30 09:30:42,2022-09-20 09:30:42
rrtt,4,Never Registered,,https://app.ens.domains/name/rrtt.eth/register,,,,
rruu,4,Never Registered,,https://app.ens.domains/name/rruu.eth/register,,,,
rrvv,4,Never Registered,,https://app.ens.domains/name/rrvv.eth/register,,,,
rrww,4,Never Registered,,https://app.ens.domains/name/rrww.eth/register,,,,
rrxx,4,Never Registered,,https://app.ens.domains/name/rrxx.eth/register,,,,
rryy,4,Never Registered,,https://app.ens.domains/name/rryy.eth/register,,,,
rrzz,4,Never Registered,,https://app.ens.domains/name/rrzz.eth/register,,,,
ssaa,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/57692191651993885999878645657472973321493492329801358779327144028100158292344,2022-05-01 08:05:32,2023-05-01 13:54:44,2023-07-30 13:54:44,2023-08-20 13:54:44
ssbb,4,Never Registered,,https://app.ens.domains/name/ssbb.eth/register,,,,
sscc,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/27688443472684159693246585707743395803152790784443489528284570245154289591925,2022-05-07 08:13:55,2023-05-07 14:03:07,2023-08-05 14:03:07,2023-08-26 14:03:07
ssdd,4,On Grace Period,,https://app.ens.domains/name/ssdd.eth/register,2021-04-12 20:49:17,2022-04-13 02:38:29,2022-07-12 02:38:29,2022-08-02 02:38:29
ssee,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/68005139270489855144599811911205417696993639503277270247710006634761921226550,2022-05-01 13:41:03,2023-05-01 19:30:15,2023-07-30 19:30:15,2023-08-20 19:30:15
ssff,4,Never Registered,,https://app.ens.domains/name/ssff.eth/register,,,,
ssgg,4,Never Registered,,https://app.ens.domains/name/ssgg.eth/register,,,,
sshh,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/59546607813245026615994666699016556300909351847056657534993242690618301846515,2022-04-30 13:14:26,2022-05-28 16:12:31,2022-08-26 16:12:31,2022-09-16 16:12:31
ssii,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/88787879051433465664444056811436450953757221477526711320752204178634395712517,2022-05-01 23:32:01,2024-05-01 11:10:25,2024-07-30 11:10:25,2024-08-20 11:10:25
ssjj,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/63388771697396466939571023293839079413813301492590338267180048029614608957975,2022-01-24 08:50:10,2023-01-24 14:39:22,2023-04-24 14:39:22,2023-05-15 14:39:22
sskk,4,Never Registered,,https://app.ens.domains/name/sskk.eth/register,,,,
ssll,4,Never Registered,,https://app.ens.domains/name/ssll.eth/register,,,,
ssmm,4,Never Registered,,https://app.ens.domains/name/ssmm.eth/register,,,,
ssnn,4,Never Registered,,https://app.ens.domains/name/ssnn.eth/register,,,,
ssoo,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/68848638196709631511804403251350089491801980564535286120293278074062307140105,2022-05-07 12:41:54,2022-06-13 01:16:49,2022-09-11 01:16:49,2022-10-02 01:16:49
sspp,4,Never Registered,,https://app.ens.domains/name/sspp.eth/register,,,,
ssqq,4,Never Registered,,https://app.ens.domains/name/ssqq.eth/register,,,,
ssrr,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/2384681001242389455338669216425681439968235853157382642558571703730903858747,2022-05-01 07:33:01,2023-05-01 13:22:13,2023-07-30 13:22:13,2023-08-20 13:22:13
sstt,4,Never Registered,,https://app.ens.domains/name/sstt.eth/register,,,,
ssuu,4,Never Registered,,https://app.ens.domains/name/ssuu.eth/register,,,,
ssvv,4,Never Registered,,https://app.ens.domains/name/ssvv.eth/register,,,,
ssww,4,Never Registered,,https://app.ens.domains/name/ssww.eth/register,,,,
ssxx,4,Never Registered,,https://app.ens.domains/name/ssxx.eth/register,,,,
ssyy,4,Never Registered,,https://app.ens.domains/name/ssyy.eth/register,,,,
sszz,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/68410442900889441386968337318822553904982524928347106698020643837181990568080,2022-05-02 16:00:27,2023-05-31 00:47:44,2023-08-29 00:47:44,2023-09-19 00:47:44
ttaa,4,Never Registered,,https://app.ens.domains/name/ttaa.eth/register,,,,
ttbb,4,Never Registered,,https://app.ens.domains/name/ttbb.eth/register,,,,
ttcc,4,Never Registered,,https://app.ens.domains/name/ttcc.eth/register,,,,
ttdd,4,Never Registered,,https://app.ens.domains/name/ttdd.eth/register,,,,
ttee,4,Never Registered,,https://app.ens.domains/name/ttee.eth/register,,,,
ttff,4,Never Registered,,https://app.ens.domains/name/ttff.eth/register,,,,
ttgg,4,Never Registered,,https://app.ens.domains/name/ttgg.eth/register,,,,
tthh,4,Never Registered,,https://app.ens.domains/name/tthh.eth/register,,,,
ttii,4,Never Registered,,https://app.ens.domains/name/ttii.eth/register,,,,
ttjj,4,Never Registered,,https://app.ens.domains/name/ttjj.eth/register,,,,
ttkk,4,Never Registered,,https://app.ens.domains/name/ttkk.eth/register,,,,
ttll,4,Never Registered,,https://app.ens.domains/name/ttll.eth/register,,,,
ttmm,4,Never Registered,,https://app.ens.domains/name/ttmm.eth/register,,,,
ttnn,4,Never Registered,,https://app.ens.domains/name/ttnn.eth/register,,,,
ttoo,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/21575845701076684395610037513714561297324455395494417116745957787384846018615,2021-11-09 03:47:40,2022-11-09 09:36:52,2023-02-07 09:36:52,2023-02-28 09:36:52
ttpp,4,Never Registered,,https://app.ens.domains/name/ttpp.eth/register,,,,
ttqq,4,Never Registered,,https://app.ens.domains/name/ttqq.eth/register,,,,
ttrr,4,Never Registered,,https://app.ens.domains/name/ttrr.eth/register,,,,
ttss,4,Never Registered,,https://app.ens.domains/name/ttss.eth/register,,,,
ttuu,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/109945367992512976899565073526619341428860688885652047044108640280650781932955,2022-05-01 08:38:40,2023-05-01 14:27:52,2023-07-30 14:27:52,2023-08-20 14:27:52
ttvv,4,Never Registered,,https://app.ens.domains/name/ttvv.eth/register,,,,
ttww,4,Never Registered,,https://app.ens.domains/name/ttww.eth/register,,,,
ttxx,4,Never Registered,,https://app.ens.domains/name/ttxx.eth/register,,,,
ttyy,4,Never Registered,,https://app.ens.domains/name/ttyy.eth/register,,,,
ttzz,4,Never Registered,,https://app.ens.domains/name/ttzz.eth/register,,,,
uuaa,4,Never Registered,,https://app.ens.domains/name/uuaa.eth/register,,,,
uubb,4,Never Registered,,https://app.ens.domains/name/uubb.eth/register,,,,
uucc,4,Never Registered,,https://app.ens.domains/name/uucc.eth/register,,,,
uudd,4,Never Registered,,https://app.ens.domains/name/uudd.eth/register,,,,
uuee,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/84328818715144643582224507778392200597982092800092103588074759960867689697839,2022-05-02 22:31:12,2023-05-03 04:20:24,2023-08-01 04:20:24,2023-08-22 04:20:24
uuff,4,Never Registered,,https://app.ens.domains/name/uuff.eth/register,,,,
uugg,4,Never Registered,,https://app.ens.domains/name/uugg.eth/register,,,,
uuhh,4,Never Registered,,https://app.ens.domains/name/uuhh.eth/register,,,,
uuii,4,Never Registered,,https://app.ens.domains/name/uuii.eth/register,,,,
uujj,4,Never Registered,,https://app.ens.domains/name/uujj.eth/register,,,,
uukk,4,Never Registered,,https://app.ens.domains/name/uukk.eth/register,,,,
uull,4,Never Registered,,https://app.ens.domains/name/uull.eth/register,,,,
uumm,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/97654905048468680451627629880739764241613738752099174535671879260203491947021,2022-05-02 23:09:30,2024-05-02 10:47:54,2024-07-31 10:47:54,2024-08-21 10:47:54
uunn,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/6743727538164016826861130382039273777155159342142665396950674875924879719410,2022-04-30 12:59:43,2024-04-30 00:38:07,2024-07-29 00:38:07,2024-08-19 00:38:07
uuoo,4,Never Registered,,https://app.ens.domains/name/uuoo.eth/register,,,,
uupp,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/37874670344219876951890634378570943353803367000305399593763203027839185013149,2022-05-04 02:53:01,2022-06-01 05:51:06,2022-08-30 05:51:06,2022-09-20 05:51:06
uuqq,4,Never Registered,,https://app.ens.domains/name/uuqq.eth/register,,,,
uurr,4,Never Registered,,https://app.ens.domains/name/uurr.eth/register,,,,
uuss,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/11395267980200490763184558768809014167942195543954856623187055440212397810280,2022-05-06 04:43:53,2022-06-04 09:59:49,2022-09-02 09:59:49,2022-09-23 09:59:49
uutt,4,Never Registered,,https://app.ens.domains/name/uutt.eth/register,,,,
uuvv,4,Currently Owned,,https://opensea.io/assets/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85/49512694865903459513598769639489577182371499303897036133462043730819206906107,2022-05-03 04:35:29,2022-06-01 09:51:25,2022-08-30 09:51:25,2022-09-20 09:51:25
uuww,4,Never Registered,,https://app.ens.domains/name/uuww.eth/register,,,,
uuxx,4,Never Registered,,https://app.ens.domains/name/uuxx.eth/register,,,,
uuyy,4,Never Registered,,https://app.ens.domains/name/uuyy.eth/register,,,,
uuzz,4,Never Registered,,https://app.ens.domains/name/uuzz.eth/register,,,,
vvaa,4,Never Registered,,https://app.ens.domains/name/vvaa.eth/register,,,,
vvbb,4,Never Registered,,https://app.ens.domains/name/vvbb.eth/register,,,,
vvcc,4,Never Registered,,https://app.ens.domains/name/vvcc.eth/register,,,,
vvdd,4,Never Registered,,https://app.ens.domains/name/vvdd.eth/register,,,,
