Number Held,Address,Opensea
2045,0xf5f700e1912b93ad09597bfa22484e01c0035b04,https://opensea.io/0xf5f700e1912b93ad09597bfa22484e01c0035b04
782,0x000fb8369677b3065de5821a86bc9551d5e5eab9,https://opensea.io/0x000fb8369677b3065de5821a86bc9551d5e5eab9
697,0xdbfeeef46e9cc06136c3da02a9799bccc125bb39,https://opensea.io/0xdbfeeef46e9cc06136c3da02a9799bccc125bb39
422,0xf14955b6f701a4bfd422dcc324cf1f4b5a466265,https://opensea.io/0xf14955b6f701a4bfd422dcc324cf1f4b5a466265
387,0xdc784458e2516a9d0531509f784dcf21983a60d7,https://opensea.io/0xdc784458e2516a9d0531509f784dcf21983a60d7
366,0x38a3e5b69159100433fb29588b72854273b85e66,https://opensea.io/0x38a3e5b69159100433fb29588b72854273b85e66
344,0x776efc479eeed9cb4fbc5e743aeb943313457bb5,https://opensea.io/0x776efc479eeed9cb4fbc5e743aeb943313457bb5
326,0xd2fa59b040852952bf4b4639edd4d8a718a4598a,https://opensea.io/0xd2fa59b040852952bf4b4639edd4d8a718a4598a
317,0x5a2d5319ba58b9f1778c50b6a3449aac294c3b07,https://opensea.io/0x5a2d5319ba58b9f1778c50b6a3449aac294c3b07
293,0xdc8d255e709edf2ed2622b2691e8ed9a71abb59e,https://opensea.io/0xdc8d255e709edf2ed2622b2691e8ed9a71abb59e
288,0x97a3bd0d3f1997f4d699eda91893fb3002b1cece,https://opensea.io/0x97a3bd0d3f1997f4d699eda91893fb3002b1cece
286,0xbb46be602d82f3209b6392130b5bbd40d78df339,https://opensea.io/0xbb46be602d82f3209b6392130b5bbd40d78df339
277,0x727b3e0d358d664644e71d3af75d235a6609e5be,https://opensea.io/0x727b3e0d358d664644e71d3af75d235a6609e5be
275,0x8f51f2bdbaa3a10ae0fac783ab7ec86cfb11ae58,https://opensea.io/0x8f51f2bdbaa3a10ae0fac783ab7ec86cfb11ae58
255,0x5391e52ea46e33896a4f146a0dc4db1703f18f07,https://opensea.io/0x5391e52ea46e33896a4f146a0dc4db1703f18f07
242,0xa7f3659c53820346176f7e0e350780df304db179,https://opensea.io/0xa7f3659c53820346176f7e0e350780df304db179
224,0xbcbd4885ee8b2b74249c5ad9b8b668fb256a51b1,https://opensea.io/0xbcbd4885ee8b2b74249c5ad9b8b668fb256a51b1
218,0xc3baa0fa5f21af0157548bebf57028516fca7a71,https://opensea.io/0xc3baa0fa5f21af0157548bebf57028516fca7a71
216,0x5807a8b404c71cf22eb0bac2e5f2a6c202ebe0a1,https://opensea.io/0x5807a8b404c71cf22eb0bac2e5f2a6c202ebe0a1
212,0xc441564582b7f86b00dc22b3d6ca18c37669faa7,https://opensea.io/0xc441564582b7f86b00dc22b3d6ca18c37669faa7
211,0xc7ec1f7d20b91a8efd0ec4965507a3bda2c8e962,https://opensea.io/0xc7ec1f7d20b91a8efd0ec4965507a3bda2c8e962
208,0x00062d1dd1afb6fb02540ddad9cdebfe568e0d89,https://opensea.io/0x00062d1dd1afb6fb02540ddad9cdebfe568e0d89
205,0xcfe7321fd5aca6912694ecf85d41617e0d884fdc,https://opensea.io/0xcfe7321fd5aca6912694ecf85d41617e0d884fdc
205,0x30c3799a8b411a6a1640e054b4cca962e1cd7161,https://opensea.io/0x30c3799a8b411a6a1640e054b4cca962e1cd7161
200,0x2b6247079ddd8e81b34093e911284253bd455ef6,https://opensea.io/0x2b6247079ddd8e81b34093e911284253bd455ef6
200,0x0004ff85a8daf0a7a6cd069a5b38508b9b3ec0c5,https://opensea.io/0x0004ff85a8daf0a7a6cd069a5b38508b9b3ec0c5
197,0xe68e8cc7ff772b026c062b9cc28246676d044947,https://opensea.io/0xe68e8cc7ff772b026c062b9cc28246676d044947
189,0x1b37c163ea869235e043849c8496c891a9750d7a,https://opensea.io/0x1b37c163ea869235e043849c8496c891a9750d7a
185,0xb9530e5e063b0efc295638dfbd4c966da0e3f9b5,https://opensea.io/0xb9530e5e063b0efc295638dfbd4c966da0e3f9b5
184,0xcd73fd5deec3670926d0cd29b634f6c2938b1df6,https://opensea.io/0xcd73fd5deec3670926d0cd29b634f6c2938b1df6
184,0xef83908978c11ab88f00bc9b6d010d468c53c89b,https://opensea.io/0xef83908978c11ab88f00bc9b6d010d468c53c89b
181,0x34abcc1fdedb49c953445c11a71e428d719ba8d9,https://opensea.io/0x34abcc1fdedb49c953445c11a71e428d719ba8d9
179,0x8eb944cd250db235b0b8b19f0a31e34b31ff75c6,https://opensea.io/0x8eb944cd250db235b0b8b19f0a31e34b31ff75c6
176,0x016bac448014b4b5e59704a8e472d7e88e2be858,https://opensea.io/0x016bac448014b4b5e59704a8e472d7e88e2be858
175,0x7d0ce0a73c314bc52f1fa294a6d1be72fb0b4061,https://opensea.io/0x7d0ce0a73c314bc52f1fa294a6d1be72fb0b4061
168,0x1365941efa2e05571186cc451c1e0a6f0fe5bde6,https://opensea.io/0x1365941efa2e05571186cc451c1e0a6f0fe5bde6
165,0x661eedd93da06499d3220aa2adf05d6d2417e60c,https://opensea.io/0x661eedd93da06499d3220aa2adf05d6d2417e60c
165,0x2bf1c1aedf56f2d1c413241d37f03c71b8793832,https://opensea.io/0x2bf1c1aedf56f2d1c413241d37f03c71b8793832
158,0x94048eb0db0ccb7d38219f28ed6522937b339aaf,https://opensea.io/0x94048eb0db0ccb7d38219f28ed6522937b339aaf
157,0xc73c21952577366a0fbfd62b461aeb5305801157,https://opensea.io/0xc73c21952577366a0fbfd62b461aeb5305801157
157,0x1d535348bc3e4d061093392c0af75a92ff8884b2,https://opensea.io/0x1d535348bc3e4d061093392c0af75a92ff8884b2
155,0x18bfbc081001d58c26e52f9b2d0299c0c887c9c7,https://opensea.io/0x18bfbc081001d58c26e52f9b2d0299c0c887c9c7
150,0xf006a5e61967bd3429614d12f6dc16ed3ba2a30c,https://opensea.io/0xf006a5e61967bd3429614d12f6dc16ed3ba2a30c
149,0x9ef56cdfc51154a4bb25888a879560e08ad80795,https://opensea.io/0x9ef56cdfc51154a4bb25888a879560e08ad80795
147,0x6aced29ff160fd127eac34cf61cf8e072ce888be,https://opensea.io/0x6aced29ff160fd127eac34cf61cf8e072ce888be
147,0x8a70b1b5095715748b01a4a217c6ea49472489cb,https://opensea.io/0x8a70b1b5095715748b01a4a217c6ea49472489cb
138,0x14ce3cd1b00c34967bdf9c4d9f091bbfa198b9e6,https://opensea.io/0x14ce3cd1b00c34967bdf9c4d9f091bbfa198b9e6
133,0xc7c520ded644d4e81621e5e28cd9ce1798d892d4,https://opensea.io/0xc7c520ded644d4e81621e5e28cd9ce1798d892d4
132,0xcb134b266bc2e694a7603e481967bdf1ee84ac30,https://opensea.io/0xcb134b266bc2e694a7603e481967bdf1ee84ac30
127,0x0ba6d5c583c964efa01db4c9931666c3c4aa4027,https://opensea.io/0x0ba6d5c583c964efa01db4c9931666c3c4aa4027
125,0x6f35b0cfc58eb1e21eef8a439bbb0ce4c929d32a,https://opensea.io/0x6f35b0cfc58eb1e21eef8a439bbb0ce4c929d32a
122,0x00a5af2d7da07df76073a6f478f0fb4942d2659a,https://opensea.io/0x00a5af2d7da07df76073a6f478f0fb4942d2659a
120,0xaa96a50a2f67111262fe24576bd85bb56ec65016,https://opensea.io/0xaa96a50a2f67111262fe24576bd85bb56ec65016
120,0x516f381d6c94110cde63f3266b779065525096f7,https://opensea.io/0x516f381d6c94110cde63f3266b779065525096f7
119,0x8480968eef73b941c6290b6f1858732f41a03471,https://opensea.io/0x8480968eef73b941c6290b6f1858732f41a03471
119,0x9ae80b7a2a27f77810e97017f27a341adb3d2148,https://opensea.io/0x9ae80b7a2a27f77810e97017f27a341adb3d2148
117,0xae3c9636de4005cb1a0c3aa94e53152a60330388,https://opensea.io/0xae3c9636de4005cb1a0c3aa94e53152a60330388
116,0x86a41524cb61edd8b115a72ad9735f8068996688,https://opensea.io/0x86a41524cb61edd8b115a72ad9735f8068996688
115,0xb55a3f43676f325dd503180e9e8771e0ec9f32c3,https://opensea.io/0xb55a3f43676f325dd503180e9e8771e0ec9f32c3
115,0x7f46bb25460dd7dae4211ca7f15ad312fc7dc75c,https://opensea.io/0x7f46bb25460dd7dae4211ca7f15ad312fc7dc75c
112,0x1165656a95de9067c4348b365beb31409c9a278d,https://opensea.io/0x1165656a95de9067c4348b365beb31409c9a278d
112,0x692f075bd94940d54f730aa7434e4a7fa206772d,https://opensea.io/0x692f075bd94940d54f730aa7434e4a7fa206772d
110,0x71e91a32600e35d69aa2ee23750d1d8b4be6d2c4,https://opensea.io/0x71e91a32600e35d69aa2ee23750d1d8b4be6d2c4
110,0xad1e8d8ae3bb61c5197bfd4598451caee7449947,https://opensea.io/0xad1e8d8ae3bb61c5197bfd4598451caee7449947
